x,y,Score
33.7808,-118.273,7
33.7808,-118.273,9
34.0234,-118.2101,5
34.0739,-118.1632,3
34.0295,-118.3327,7
34.0147,-118.3111,7
34.0121,-118.3423,9
34.0777,-118.2868,3
34.0559,-118.2756,10
34.0764,-118.2892,9
34.1614,-118.6136,4
34.1817,-118.5975,8
34.1763,-118.5894,6
34.1719,-118.5684,3
34.0709,-118.2954,3
34.0735,-118.2879,3
34.2227,-118.4321,3
34.2253,-118.4336,7
34.2162,-118.4257,6
34.2152,-118.4531,7
34.2267,-118.4704,7
34.2709,-118.4637,3
33.9311,-118.2463,2
34.2597,-118.3201,4
34.1404,-118.3894,4
34.0204,-118.4139,9
33.9966,-118.2701,3
33.9892,-118.3045,5
34.2427,-118.448,4
33.9537,-118.2761,4
33.9383,-118.2717,6
33.8863,-118.2871,6
33.9367,-118.2871,5
33.9565,-118.2608,5
34.2355,-118.558,3
34.2778,-118.4957,6
34.2446,-118.5361,2
34.2246,-118.5798,6
34.2574,-118.5233,2
34.2465,-118.4806,4
34.2609,-118.5886,1
34.2282,-118.5841,5
34.2737,-118.4117,10
34.2737,-118.4117,9
34.2524,-118.4137,3
34.1427,-118.4052,3
34.1577,-118.3637,4
34.1831,-118.3779,3
34.1372,-118.3633,4
34.0017,-118.4123,8
33.9882,-118.4563,3
33.9449,-118.4059,3
33.944,-118.4073,8
33.9647,-118.4081,4
34.0029,-118.4297,4
33.9449,-118.4059,4
33.9432,-118.4013,8
33.9449,-118.4059,8
33.9299,-118.3785,3
33.9598,-118.4264,3
33.9853,-118.444,4
33.9842,-118.2765,6
33.9665,-118.2945,6
33.9824,-118.2827,7
33.9819,-118.2892,3
33.9921,-118.3108,6
34.0027,-118.2878,4
34.1264,-118.2679,2
34.1199,-118.2614,4
34.1278,-118.1929,3
34.1018,-118.2995,6
34.1108,-118.2065,6
34.1095,-118.1903,1
34.162,-118.5262,4
34.1769,-118.5384,1
34.1922,-118.4924,3
34.1957,-118.4774,5
34.2022,-118.4815,4
34.1839,-118.4605,4
34.1576,-118.438,4
34.153,-118.434,3
34.2094,-118.452,2
34.174,-118.4662,3
34.1867,-118.4487,9
34.0365,-118.5252,4
34.0403,-118.3846,10
34.0508,-118.4683,6
34.0469,-118.4451,3
34.0314,-118.3998,3
34.0708,-118.3614,4
34.0817,-118.3249,6
34.0838,-118.3637,6
34.0485,-118.3335,3
34.0762,-118.3441,4
34.0926,-118.3223,3
34.0998,-118.3237,8
34.0926,-118.3244,4
34.1016,-118.3489,4
34.1016,-118.3414,7
34.1042,-118.3072,6
34.0926,-118.3352,5
34.0998,-118.3334,8
34.0998,-118.3267,3
34.0962,-118.3288,3
34.0998,-118.3211,8
33.794,-118.2899,7
33.7334,-118.3012,4
33.7978,-118.3076,4
34.0685,-118.201,10
34.0239,-118.2034,7
34.0597,-118.3066,6
34.0763,-118.317,5
34.0636,-118.3047,5
34.0712,-118.3067,6
34.0746,-118.2966,6
34.0709,-118.2941,8
34.0737,-118.3067,6
34.079,-118.3206,1
34.0652,-118.2871,6
34.0526,-118.3163,4
34.0618,-118.3004,3
34.0653,-118.3156,7
34.069,-118.3054,3
34.067,-118.2899,3
34.0733,-118.2897,3
34.0728,-118.2878,4
34.3092,-118.439,2
34.2926,-118.4597,8
34.2354,-118.4459,4
34.0761,-118.369,3
34.0721,-118.3733,6
34.0389,-118.3402,3
34.0576,-118.3599,6
34.0487,-118.3569,9
34.0864,-118.3091,9
34.2231,-118.4535,4
34.251,-118.4428,3
34.2446,-118.4718,3
34.2198,-118.4533,3
34.3223,-118.4602,5
34.3235,-118.4927,5
34.276,-118.456,6
34.2295,-118.4341,5
34.3275,-118.4247,8
34.216,-118.4678,6
33.9405,-118.2426,6
33.9303,-118.2391,5
33.9362,-118.2379,2
33.9572,-118.2739,2
33.9164,-118.287,5
33.9406,-118.2348,4
33.9367,-118.2871,3
33.9369,-118.2443,7
33.9492,-118.2717,4
33.9587,-118.2839,4
33.9601,-118.2761,9
33.9247,-118.2761,9
33.932,-118.2739,3
33.9492,-118.2739,4
33.9555,-118.2871,3
33.9447,-118.2695,7
33.9565,-118.2761,3
33.9303,-118.2435,6
34.244,-118.5583,3
34.2227,-118.5361,3
34.2427,-118.5886,7
34.2751,-118.5652,7
34.2811,-118.5021,6
34.259,-118.5973,6
34.25,-118.5886,4
34.25,-118.5886,6
34.2248,-118.4872,6
34.2811,-118.5032,6
34.2283,-118.4764,5
34.2502,-118.4921,4
34.2428,-118.5361,3
34.2402,-118.5807,6
34.2165,-118.3618,5
34.2595,-118.2869,6
34.2518,-118.2801,2
34.257,-118.4201,2
34.2085,-118.4052,5
34.249,-118.2859,5
34.2641,-118.3157,4
34.2157,-118.3848,1
34.2572,-118.4126,4
34.203,-118.3638,6
34.1649,-118.3921,3
34.1703,-118.4031,6
34.1468,-118.4052,3
34.1667,-118.4041,6
34.1685,-118.4008,2
34.1685,-118.4008,4
34.0469,-118.3438,6
34.0761,-118.368,7
34.0704,-118.3532,7
34.0838,-118.3637,2
34.0745,-118.3721,1
34.0441,-118.3378,3
34.0391,-118.3464,1
34.064,-118.3614,7
34.0554,-118.3499,6
34.0899,-118.3244,3
34.1312,-118.3438,2
34.0953,-118.3775,6
34.0815,-118.1818,4
34.0243,-118.2876,5
34.0037,-118.3225,3
34.0666,-118.2661,2
34.0446,-118.2769,10
34.0515,-118.2658,7
34.0468,-118.2718,9
34.053,-118.2444,4
34.0487,-118.2588,3
34.0511,-118.2336,3
34.1905,-118.6059,8
34.1865,-118.6256,4
34.1865,-118.6256,3
34.1937,-118.6299,6
34.2083,-118.5776,4
34.1988,-118.5644,7
34.1805,-118.5975,3
34.1974,-118.5994,3
34.2202,-118.5732,3
34.1865,-118.6017,4
34.1923,-118.6104,7
34.0636,-118.2954,3
34.0455,-118.3003,4
34.0712,-118.3116,7
34.0598,-118.2916,7
34.0962,-118.3496,6
34.1096,-118.3325,3
34.0872,-118.3146,6
34.0885,-118.3078,6
34.0853,-118.3266,3
34.0987,-118.3337,3
34.0862,-118.3244,6
34.0928,-118.3136,2
34.1007,-118.3494,4
34.0926,-118.3266,3
34.1006,-118.3417,3
34.0998,-118.3267,7
33.785,-118.2894,2
33.7917,-118.2482,5
33.7297,-118.2836,2
34.0447,-118.2075,6
34.0455,-118.215,6
34.0812,-118.2032,3
34.0896,-118.1634,6
34.0488,-118.2078,6
34.0344,-118.2111,6
34.0507,-118.1955,4
34.0748,-118.1824,7
34.1115,-118.1782,7
34.0389,-118.208,1
34.0527,-118.2183,5
34.0253,-118.213,5
34.066,-118.2168,6
34.0469,-118.2032,3
34.0484,-118.2068,6
34.0475,-118.2168,6
34.1056,-118.1841,2
34.0255,-118.2197,5
34.0436,-118.2051,3
34.0436,-118.2051,3
34.0437,-118.2098,3
34.0736,-118.217,6
34.0358,-118.2189,7
34.0243,-118.2876,5
34.0215,-118.2868,3
34.0095,-118.3502,6
34.0073,-118.298,1
34.0037,-118.2915,3
34.0037,-118.2915,3
34.0037,-118.2915,3
34.0116,-118.3412,6
34.0168,-118.3624,5
34.0312,-118.3363,6
34.0215,-118.2868,5
34.0073,-118.3108,9
34.0325,-118.3519,7
34.0073,-118.298,3
34.0146,-118.3067,7
34.0097,-118.2842,6
34.0206,-118.3473,2
34.0698,-118.2528,6
34.066,-118.2689,6
34.0596,-118.2749,3
34.0791,-118.2932,4
34.0672,-118.2498,6
34.0757,-118.2777,6
34.058,-118.2759,7
34.0725,-118.2532,6
34.066,-118.2689,3
34.0753,-118.2616,6
34.0472,-118.2782,7
34.0776,-118.2635,6
34.0508,-118.2819,6
34.0596,-118.2749,3
34.0468,-118.2718,9
34.0615,-118.2412,4
34.0495,-118.2529,7
34.0435,-118.2427,3
34.0466,-118.259,7
34.0509,-118.2585,4
34.0453,-118.2499,8
34.0467,-118.252,3
34.1922,-118.3637,2
34.2023,-118.3681,7
34.1558,-118.3943,5
34.1689,-118.379,7
34.2137,-118.4144,6
34.1413,-118.3877,7
34.1904,-118.4127,4
34.2137,-118.4144,6
34.142,-118.3893,5
34.213,-118.4189,7
34.1649,-118.3704,1
33.9908,-118.4472,2
33.9581,-118.434,6
33.9874,-118.4517,6
33.9759,-118.3897,3
33.9731,-118.4125,7
33.9876,-118.4236,6
34.002,-118.4513,7
33.9916,-118.4695,4
33.9988,-118.41,5
34.009,-118.4238,3
33.9857,-118.4435,1
33.9968,-118.4207,4
33.9587,-118.3805,5
34.0337,-118.2533,2
34.0025,-118.2652,7
33.9925,-118.2701,2
34.023,-118.2733,2
33.9924,-118.2739,7
34.0144,-118.2705,6
33.9902,-118.2521,5
34.0039,-118.2676,4
34.0047,-118.2783,6
33.9788,-118.2717,4
34.009,-118.2716,9
33.9898,-118.2761,1
34.0264,-118.2488,5
33.993,-118.2478,7
33.9983,-118.2608,7
33.9993,-118.2499,4
33.9756,-118.2783,2
33.9905,-118.2915,3
33.9737,-118.3134,4
33.9905,-118.2915,6
33.9685,-118.2608,2
33.9842,-118.2938,6
33.9737,-118.3112,6
33.9737,-118.3134,4
33.9625,-118.2985,2
33.9679,-118.2827,5
33.964,-118.2739,3
33.9629,-118.2564,3
33.9667,-118.2914,5
33.9713,-118.2739,4
33.9709,-118.2739,3
33.9713,-118.2695,7
33.9655,-118.2856,7
33.9921,-118.3108,3
33.9673,-118.3003,5
33.964,-118.2739,3
33.9933,-118.2827,7
34.1189,-118.1937,5
34.0935,-118.2846,2
34.1,-118.2885,6
34.0741,-118.2509,6
34.0813,-118.2679,6
34.1077,-118.2839,6
34.0979,-118.2518,8
34.0978,-118.2444,6
34.0958,-118.2228,5
34.0896,-118.2105,2
34.0896,-118.2105,2
34.118,-118.1762,5
34.1,-118.2818,1
34.1018,-118.2896,6
34.0909,-118.2961,4
34.1025,-118.2084,7
34.0946,-118.2802,7
34.1095,-118.2958,3
34.1422,-118.223,3
34.1422,-118.223,3
34.1,-118.2072,4
34.1056,-118.2719,7
34.1189,-118.1741,1
34.2193,-118.5284,3
34.1939,-118.4836,7
34.1534,-118.4978,7
34.166,-118.5095,4
34.1888,-118.5253,4
34.1993,-118.5448,6
34.1889,-118.4924,4
34.1457,-118.5339,7
34.2048,-118.5197,4
34.1993,-118.5317,7
34.1613,-118.4917,7
34.2143,-118.5225,4
34.1363,-118.4902,7
34.1703,-118.4574,8
34.135,-118.4137,7
34.1464,-118.4213,6
34.1391,-118.4366,6
34.1673,-118.4659,5
34.2085,-118.4597,7
34.1747,-118.4442,1
34.2048,-118.4673,5
34.1867,-118.4575,7
34.1794,-118.44,4
34.1547,-118.453,7
34.1576,-118.4443,7
34.1374,-118.4308,1
34.1622,-118.4269,4
34.1958,-118.4455,3
34.1958,-118.4455,3
34.1958,-118.4455,3
34.1794,-118.4298,3
34.1867,-118.4181,1
34.15,-118.4424,6
34.1867,-118.4312,5
34.1322,-118.4643,3
34.1576,-118.4138,1
34.0605,-118.4193,3
34.063,-118.3783,1
34.0482,-118.3915,7
34.0377,-118.5215,5
34.0997,-118.458,7
34.0757,-118.565,2
34.0395,-118.4057,2
34.0507,-118.4345,7
34.0626,-118.4462,3
34.0626,-118.4462,3
34.0364,-118.3872,5
34.0383,-118.3884,6
34.0529,-118.4397,5
34.0665,-118.3662,6
34.064,-118.3614,4
34.0404,-118.3764,6
34.0761,-118.3731,4
34.0555,-118.3591,5
34.0265,-118.2882,3
34.0235,-118.2858,1
34.0146,-118.3512,4
34.021,-118.3156,6
34.0627,-118.2463,4
34.0457,-118.2665,8
34.0485,-118.2447,5
34.0481,-118.2542,9
34.0483,-118.2631,3
34.0466,-118.259,3
34.0487,-118.2361,3
34.048,-118.2577,3
34.0551,-118.2323,9
34.0657,-118.2494,3
34.0657,-118.2494,3
34.0404,-118.2504,3
34.0563,-118.2374,3
34.0381,-118.2327,9
34.046,-118.2509,7
34.048,-118.2577,3
34.048,-118.2577,3
34.0685,-118.246,2
34.0891,-118.2992,8
34.0467,-118.2814,4
34.0512,-118.2787,4
34.0877,-118.2845,4
34.0627,-118.2782,6
34.0395,-118.2405,3
33.9779,-118.2739,9
34.0329,-118.2493,9
33.9806,-118.2739,4
33.9933,-118.2783,7
34.0174,-118.2621,7
33.9833,-118.3046,8
33.9833,-118.3068,6
34.1164,-118.2332,4
34.1196,-118.246,4
34.1806,-118.5432,4
34.0551,-118.3784,6
34.0554,-118.4266,4
34.0399,-118.4456,3
34.0362,-118.4367,7
34.0429,-118.3329,4
34.0915,-118.3888,9
34.0291,-118.3669,7
34.0657,-118.268,3
34.0563,-118.2374,3
34.0402,-118.2633,6
34.0412,-118.2436,3
34.0668,-118.2497,6
34.0572,-118.2481,6
34.0627,-118.2341,6
34.0627,-118.2463,6
34.1185,-118.1776,9
34.1185,-118.1776,9
34.1185,-118.1776,9
34.1185,-118.1776,9
34.2115,-118.4837,7
34.2011,-118.5208,5
34.1599,-118.4766,3
34.2031,-118.4313,4
34.0534,-118.4852,4
34.0621,-118.4428,7
34.053,-118.4302,6
34.0776,-118.4693,7
34.0397,-118.4295,3
34.036,-118.3791,4
34.0374,-118.4535,7
34.0507,-118.3459,6
34.0998,-118.3468,7
34.1065,-118.38,5
33.7947,-118.2928,2
33.7958,-118.2937,7
33.7757,-118.2608,9
33.7757,-118.2608,9
33.7334,-118.2946,7
34.0527,-118.1969,2
34.0129,-118.3513,7
34.0276,-118.3439,4
34.0202,-118.3089,9
34.0276,-118.3439,4
34.0308,-118.3529,1
34.0283,-118.3492,7
34.0777,-118.2969,3
34.0737,-118.2571,4
34.0682,-118.2609,5
34.0433,-118.2504,5
33.9918,-118.4791,3
33.9886,-118.4576,5
33.9597,-118.4353,4
33.9682,-118.4118,4
33.9873,-118.4403,4
33.9593,-118.4188,3
34.0372,-118.2418,7
34.0011,-118.2565,6
33.9939,-118.2478,4
34.0058,-118.2565,4
34.0003,-118.2608,6
33.9948,-118.2521,6
34.024,-118.2638,4
33.9774,-118.2739,7
34.0101,-118.2614,4
34.0375,-118.2423,3
33.9762,-118.2695,5
34.0174,-118.2621,4
34.032,-118.2441,6
34.0016,-118.2652,6
34.0058,-118.2581,3
33.9786,-118.2717,3
33.9858,-118.2739,4
34.0218,-118.2491,6
34.0302,-118.2452,2
33.9956,-118.2783,2
33.9998,-118.2774,5
33.9976,-118.2617,4
33.9984,-118.274,6
34.0236,-118.2563,9
33.9839,-118.2652,9
33.9747,-118.2827,3
33.9519,-118.3024,6
33.9708,-118.2783,3
33.9905,-118.2871,7
33.9642,-118.2739,2
33.9622,-118.285,6
33.9651,-118.2768,3
33.9892,-118.2915,5
33.9666,-118.2695,9
33.9637,-118.2739,5
33.9829,-118.3338,3
33.989,-118.3367,7
33.9909,-118.3308,2
33.9419,-118.3112,4
33.9582,-118.309,6
33.9713,-118.2739,9
33.9932,-118.316,7
33.9891,-118.3176,3
33.9891,-118.3176,9
33.9987,-118.298,7
34.1054,-118.2896,6
34.1,-118.2463,5
34.1165,-118.2898,7
34.0947,-118.2877,3
34.0947,-118.2877,3
34.0974,-118.2367,5
34.1174,-118.1861,4
34.0928,-118.2825,4
34.0967,-118.2852,4
34.0967,-118.2852,4
34.1106,-118.199,4
34.136,-118.1884,5
34.0848,-118.2712,1
34.1118,-118.2073,9
34.0947,-118.2877,4
34.1183,-118.2942,6
34.0947,-118.2828,2
34.1036,-118.2874,2
34.1757,-118.4846,6
34.2156,-118.556,4
34.1599,-118.4766,3
34.2084,-118.5077,2
34.2084,-118.5077,3
34.1769,-118.5384,5
34.1726,-118.5494,4
34.1726,-118.5494,4
34.1726,-118.5494,4
34.1557,-118.4697,6
34.1888,-118.5253,4
34.1548,-118.4487,7
34.153,-118.4465,4
34.1976,-118.4378,9
34.1976,-118.4574,6
34.1686,-118.4422,6
34.1576,-118.438,6
34.174,-118.4662,3
34.1903,-118.4574,9
34.1513,-118.4509,7
34.1722,-118.429,7
34.2131,-118.4584,3
34.1594,-118.44,9
34.1903,-118.4574,4
34.205,-118.4339,5
34.0352,-118.516,5
34.0616,-118.4337,6
34.0391,-118.3802,6
34.0621,-118.4428,7
34.0516,-118.3809,4
34.0617,-118.4446,6
34.0415,-118.4677,7
34.0497,-118.4448,6
34.0543,-118.39,6
34.046,-118.4652,7
34.0385,-118.5556,2
34.0605,-118.4193,7
34.0626,-118.4454,3
34.0626,-118.4454,3
34.0499,-118.5412,4
34.0499,-118.4367,7
34.0496,-118.3896,7
34.0398,-118.5608,1
34.0464,-118.3338,6
34.0429,-118.3329,2
34.052,-118.3741,5
34.0743,-118.3614,3
34.2113,-118.6472,4
34.0636,-118.3047,3
34.055,-118.2842,9
34.2286,-118.4644,4
34.2301,-118.4633,4
33.9348,-118.2739,4
34.2251,-118.5372,4
34.2157,-118.3878,3
34.2734,-118.4267,4
34.1867,-118.3865,4
34.1436,-118.3929,7
33.9526,-118.3823,1
33.9731,-118.4226,4
33.9966,-118.4116,4
33.9733,-118.3961,9
33.9646,-118.2918,9
33.9703,-118.2652,4
34.0862,-118.2518,3
34.221,-118.4989,3
34.2085,-118.4771,4
34.153,-118.4487,5
34.0764,-118.3786,2
34.0346,-118.3543,3
34.098,-118.3652,2
34.098,-118.3652,3
34.0109,-118.3002,6
33.958,-118.2915,2
34.1561,-118.6044,7
34.1814,-118.6132,9
34.1647,-118.641,2
34.2234,-118.5932,3
34.0653,-118.3183,2
34.0636,-118.296,9
34.2146,-118.4309,4
34.3043,-118.4534,4
33.9311,-118.2472,4
34.2576,-118.5154,4
34.2737,-118.4146,7
34.1504,-118.3834,4
34.0304,-118.2394,9
34.1827,-118.5903,7
34.23,-118.5951,9
34.069,-118.3128,6
34.3261,-118.4889,3
34.2266,-118.4851,7
34.2536,-118.5913,4
34.25,-118.5886,7
34.2533,-118.3746,1
34.2542,-118.4095,1
34.1275,-118.3603,6
34.17,-118.3777,5
34.17,-118.3777,5
33.9695,-118.3927,4
34.0294,-118.3881,3
33.9661,-118.4046,4
33.9875,-118.4727,4
33.9933,-118.4765,3
34.0283,-118.4292,4
33.991,-118.4403,4
33.9732,-118.3892,4
33.9597,-118.4353,8
33.959,-118.3827,3
33.959,-118.3827,3
34.0008,-118.2652,9
33.9933,-118.2608,7
34.0174,-118.2621,7
33.964,-118.2739,4
34.1847,-118.5888,3
34.1723,-118.5659,4
34.1723,-118.5659,3
34.069,-118.3054,4
34.0436,-118.309,10
34.0545,-118.2916,4
34.0725,-118.3153,6
34.0559,-118.3078,4
34.0737,-118.3043,7
34.2337,-118.423,4
34.2294,-118.4218,6
34.2091,-118.4267,5
33.9397,-118.2483,4
33.9343,-118.2335,2
33.9315,-118.2363,3
33.9339,-118.2673,7
33.9243,-118.2556,6
33.941,-118.2673,6
33.9501,-118.2893,4
33.9417,-118.2486,3
33.9556,-118.2564,4
33.9439,-118.2326,5
33.9201,-118.2868,7
33.9483,-118.2781,4
33.9419,-118.2826,4
33.941,-118.2505,9
34.2428,-118.5361,5
34.2201,-118.5798,8
34.3026,-118.5123,4
34.2231,-118.387,4
34.203,-118.3907,7
34.17,-118.3741,4
34.16,-118.3746,4
34.1685,-118.3743,6
34.1389,-118.3416,4
34.1309,-118.3591,8
34.0199,-118.4125,3
33.9605,-118.3994,5
33.9782,-118.422,4
34.0014,-118.438,4
33.9428,-118.4054,3
33.9449,-118.4059,3
33.9667,-118.4109,4
33.9579,-118.402,7
34.0011,-118.2565,2
33.9679,-118.2827,10
33.9666,-118.2695,10
33.961,-118.2695,2
33.959,-118.3068,5
33.9487,-118.3068,4
33.9888,-118.2937,4
34.0876,-118.221,5
34.1105,-118.2463,3
34.1546,-118.5042,7
34.161,-118.5375,3
34.221,-118.4989,3
34.221,-118.4989,3
34.1903,-118.4836,4
34.1866,-118.536,7
34.1486,-118.4425,4
34.153,-118.4326,3
34.1961,-118.4487,7
34.0537,-118.4622,4
34.0509,-118.4458,7
34.0339,-118.4555,1
34.0326,-118.4493,5
34.0428,-118.3774,4
34.0673,-118.4534,4
34.0594,-118.3814,6
34.0582,-118.4793,7
34.0838,-118.3627,6
34.0761,-118.3731,3
34.0835,-118.3734,4
34.0491,-118.3406,6
34.0879,-118.3765,3
34.0669,-118.3342,3
34.1026,-118.3123,6
34.0908,-118.3289,3
34.0998,-118.3295,5
34.0997,-118.3361,8
34.1034,-118.3325,4
34.1038,-118.3151,7
34.0962,-118.3441,7
33.7869,-118.3043,4
33.8016,-118.3042,6
33.7252,-118.288,7
33.7941,-118.29,7
33.7326,-118.305,4
33.741,-118.2838,9
34.0436,-118.2051,3
34.0623,-118.198,5
34.0798,-118.2184,5
34.0183,-118.3536,2
34.0099,-118.3089,6
34.0338,-118.337,5
34.0294,-118.3496,1
34.0065,-118.2872,7
34.0126,-118.3403,5
34.0256,-118.326,8
34.082,-118.272,6
34.0677,-118.2731,3
34.0836,-118.2771,2
34.0725,-118.2748,5
34.0535,-118.256,3
34.1905,-118.6059,3
34.2116,-118.5722,6
34.1847,-118.5928,3
34.1829,-118.6077,4
34.1883,-118.6274,3
34.2282,-118.6017,7
34.1805,-118.5975,3
34.2012,-118.5732,3
34.1732,-118.6152,10
34.0667,-118.2843,6
34.0672,-118.2985,3
34.0559,-118.3165,6
34.0578,-118.2941,6
34.0597,-118.302,3
34.0473,-118.2916,1
34.0545,-118.3042,2
34.0672,-118.3041,6
33.9347,-118.2301,7
33.8808,-118.2869,3
33.9536,-118.281,5
33.9587,-118.2815,6
33.9431,-118.2894,4
33.9325,-118.239,4
34.2684,-118.5149,6
34.244,-118.5583,3
34.2594,-118.5753,7
34.3102,-118.5025,5
34.2299,-118.5536,7
34.2609,-118.5346,3
34.2753,-118.5684,3
34.2355,-118.5536,3
34.244,-118.5583,3
34.2693,-118.4957,8
34.244,-118.5583,3
34.3058,-118.5015,7
34.2655,-118.5298,6
34.2546,-118.5606,4
34.2624,-118.5023,9
34.3026,-118.5123,6
34.2425,-118.3597,7
34.2536,-118.405,4
34.2536,-118.405,4
34.2203,-118.3707,8
34.2809,-118.4018,6
34.2262,-118.3629,6
34.2629,-118.4217,3
34.2652,-118.4161,2
34.2274,-118.3641,6
34.2473,-118.3519,4
34.2242,-118.4072,2
34.2579,-118.3114,4
34.2429,-118.3887,7
34.1557,-118.3691,3
34.1813,-118.3899,7
34.1854,-118.3692,2
34.1649,-118.3921,7
34.1831,-118.3846,4
34.2012,-118.3845,3
34.2003,-118.4002,3
34.1522,-118.3506,3
34.1722,-118.379,3
34.1558,-118.407,7
34.163,-118.3734,5
34.1758,-118.3834,6
34.2037,-118.421,4
34.1667,-118.3922,5
34.2027,-118.3745,5
34.1389,-118.3416,4
34.2012,-118.3658,2
34.1284,-118.3472,6
34.1758,-118.3822,5
34.1722,-118.4012,7
34.1872,-118.4094,2
34.024,-118.409,8
33.9844,-118.4711,5
33.9761,-118.3726,4
33.9877,-118.4723,3
33.9863,-118.4603,7
34.0294,-118.3881,6
33.9667,-118.4181,6
33.9667,-118.4181,7
33.9933,-118.4765,3
34.0051,-118.4222,5
34.0058,-118.4275,2
33.994,-118.4526,4
34.0782,-118.3614,5
34.0502,-118.3268,2
34.038,-118.3248,5
34.0355,-118.3659,6
34.0592,-118.3575,6
34.0818,-118.3532,7
34.0712,-118.359,7
34.0621,-118.3596,6
34.0761,-118.3563,6
34.0736,-118.344,7
34.0842,-118.3765,3
34.0399,-118.3366,7
34.0383,-118.332,4
34.0999,-118.3038,8
34.1016,-118.3387,8
34.1,-118.3113,9
34.1252,-118.3275,6
34.0998,-118.3237,2
34.0939,-118.3068,4
34.0889,-118.3299,9
34.1068,-118.3252,4
34.0944,-118.3125,6
34.0938,-118.3864,6
34.1034,-118.3333,5
34.1081,-118.3308,9
34.1052,-118.3321,5
34.1034,-118.3325,3
34.1006,-118.3417,1
34.1016,-118.3387,9
34.1146,-118.3607,3
34.1146,-118.3607,3
34.1017,-118.3147,2
33.74,-118.313,8
33.7928,-118.2889,2
33.783,-118.261,2
33.7183,-118.2994,6
33.7174,-118.3053,5
33.7905,-118.3043,4
34.0689,-118.1878,4
34.0466,-118.2174,6
34.0579,-118.1968,2
34.0499,-118.2009,5
34.0819,-118.178,6
34.0424,-118.2106,6
34.0502,-118.2093,9
34.0324,-118.198,5
34.0591,-118.1965,4
34.0695,-118.2169,2
34.0482,-118.1951,1
34.0497,-118.1961,3
34.0978,-118.1614,8
34.0898,-118.2075,6
34.0403,-118.193,4
34.0663,-118.1776,4
34.0431,-118.2196,4
34.0638,-118.1785,7
34.0294,-118.2874,2
34.0125,-118.3435,3
34.0125,-118.3435,3
34.0256,-118.3439,2
34.0067,-118.3515,6
34.0106,-118.2827,7
34.0254,-118.3624,7
34.0183,-118.3161,9
34.0255,-118.2892,6
34.0215,-118.2868,5
34.0215,-118.2868,5
34.0215,-118.2868,3
34.0295,-118.3327,7
34.0073,-118.2915,5
34.0174,-118.3132,5
34.0203,-118.3089,3
34.0317,-118.2769,4
34.0256,-118.3272,4
34.0192,-118.3319,3
34.0192,-118.3319,3
34.0099,-118.3089,5
34.0652,-118.2878,5
34.055,-118.2842,3
34.0781,-118.3092,4
34.0473,-118.2904,9
34.05,-118.2937,6
34.0463,-118.2864,2
34.0618,-118.2979,3
34.0427,-118.309,5
34.0777,-118.3023,4
34.0564,-118.3131,5
34.0727,-118.2954,7
34.255,-118.4374,4
34.2269,-118.4394,7
34.2258,-118.4494,2
34.3108,-118.4282,3
34.2258,-118.4494,6
34.2427,-118.4502,9
34.2165,-118.4322,5
34.2517,-118.445,5
34.2198,-118.4488,7
33.9019,-118.2876,4
33.9456,-118.2739,6
33.9283,-118.2695,3
33.8926,-118.2861,8
33.9587,-118.2815,4
33.9465,-118.2739,3
33.9601,-118.2827,3
33.9447,-118.2739,4
33.9327,-118.2351,4
33.9389,-118.2359,4
33.9492,-118.2739,5
33.9483,-118.2329,5
33.9427,-118.2565,7
33.9423,-118.2317,7
33.9431,-118.2848,9
33.9274,-118.2871,4
33.9383,-118.2762,3
34.0219,-118.3133,7
34.0295,-118.3327,4
34.0327,-118.3101,9
34.0677,-118.2731,7
34.0875,-118.2758,4
34.0648,-118.2696,3
34.0473,-118.2827,7
34.0763,-118.2982,6
34.0584,-118.281,4
34.063,-118.2727,8
34.0542,-118.2611,7
34.0413,-118.2517,4
34.0401,-118.2668,6
34.0421,-118.2469,2
34.0695,-118.2273,5
34.0566,-118.2528,3
34.048,-118.2577,5
34.0403,-118.2421,7
34.0674,-118.2468,4
34.042,-118.2625,2
34.0563,-118.2374,2
34.048,-118.2577,3
34.0459,-118.2545,3
34.0394,-118.2405,4
34.0446,-118.245,4
34.0421,-118.2469,2
34.0438,-118.2547,3
34.0502,-118.254,3
34.0552,-118.2322,2
34.0437,-118.2455,3
34.0552,-118.2322,3
33.989,-118.3308,3
34.1867,-118.4836,4
34.1514,-118.5518,6
34.055,-118.4671,4
34.0422,-118.3298,3
34.1267,-118.3316,1
34.1016,-118.3387,4
33.7807,-118.2494,9
33.727,-118.2924,4
34.0182,-118.3349,4
34.0869,-118.299,4
34.0563,-118.2374,8
34.0362,-118.2181,4
34.0307,-118.4051,4
34.0425,-118.3818,3
34.0738,-118.2078,9
34.0219,-118.3045,3
34.0155,-118.3354,7
34.0567,-118.2815,3
34.0818,-118.2929,2
34.0777,-118.2917,6
34.047,-118.2755,4
34.0453,-118.2499,6
34.0607,-118.2494,6
34.0503,-118.2433,6
34.0467,-118.2411,6
34.0713,-118.2291,5
34.0661,-118.2476,6
34.0423,-118.2666,9
34.0617,-118.2469,6
33.9301,-118.2741,3
33.9328,-118.2621,9
34.2355,-118.5492,4
34.2929,-118.5386,4
34.2713,-118.415,3
34.2141,-118.3576,9
34.2478,-118.2818,1
34.1576,-118.3921,6
34.1533,-118.4058,6
33.9536,-118.4441,2
33.9969,-118.464,4
34.0111,-118.2774,8
34.0092,-118.2652,7
